,Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
3575,1988,Calgary,Skiing,Alpine Skiing,YUG,slalom,W,Silver
3576,1988,Calgary,Skiing,Ski Jumping,YUG,K120 individual (90m),M,Bronze
3577,1988,Calgary,Skiing,Ski Jumping,YUG,K120 team (90m),M,Silver
3578,1992,Albertville,Bobsleigh,Bobsleigh,AUT,four-man,M,Gold
3579,1992,Albertville,Luge,Luge,AUT,singles,M,Bronze
3580,1992,Albertville,Luge,Luge,AUT,singles,M,Silver
3581,1992,Albertville,Luge,Luge,AUT,singles,W,Gold
3582,1992,Albertville,Luge,Luge,AUT,singles,W,Silver
3583,1992,Albertville,Skating,Speed skating,AUT,3000m,W,Bronze
3584,1992,Albertville,Skiing,Alpine Skiing,AUT,alpine combined,W,Gold
3585,1992,Albertville,Skiing,Alpine Skiing,AUT,alpine combined,W,Silver
3586,1992,Albertville,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
3587,1992,Albertville,Skiing,Alpine Skiing,AUT,downhill,M,Gold
3588,1992,Albertville,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
3589,1992,Albertville,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
3590,1992,Albertville,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
3591,1992,Albertville,Skiing,Alpine Skiing,AUT,slalom,W,Gold
3592,1992,Albertville,Skiing,Nordic Combined,AUT,individual,M,Bronze
3593,1992,Albertville,Skiing,Nordic Combined,AUT,Team,M,Bronze
3594,1992,Albertville,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Bronze
3595,1992,Albertville,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
3596,1992,Albertville,Skiing,Ski Jumping,AUT,K120 team (90m),M,Silver
3597,1992,Albertville,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold
3598,1992,Albertville,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver
3599,1992,Albertville,Biathlon,Biathlon,CAN,15km,W,Bronze
3600,1992,Albertville,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver
3601,1992,Albertville,Skating,Figure skating,CAN,pairs,X,Bronze
3602,1992,Albertville,Skating,Short Track S.,CAN,1000m,M,Silver
3603,1992,Albertville,Skating,Short Track S.,CAN,3000m relay,W,Gold
3604,1992,Albertville,Skating,Short Track S.,CAN,5000m relay,M,Silver
3605,1992,Albertville,Skiing,Alpine Skiing,CAN,downhill,W,Gold
3606,1992,Albertville,Skating,Short Track S.,CHN,500m,W,Silver
3607,1992,Albertville,Skating,Speed skating,CHN,1000m,W,Silver
3608,1992,Albertville,Skating,Speed skating,CHN,500m,W,Silver
3609,1992,Albertville,Skiing,Alpine Skiing,ESP,slalom,W,Bronze
3610,1992,Albertville,Biathlon,Biathlon,EUN,15km,W,Silver
3611,1992,Albertville,Biathlon,Biathlon,EUN,20km,M,Gold
3612,1992,Albertville,Biathlon,Biathlon,EUN,3x7.5km relay,W,Bronze
3613,1992,Albertville,Biathlon,Biathlon,EUN,4x7.5km relay,M,Silver
3614,1992,Albertville,Biathlon,Biathlon,EUN,7.5km,W,Bronze
3615,1992,Albertville,Biathlon,Biathlon,EUN,7.5km,W,Gold
3616,1992,Albertville,Ice Hockey,Ice Hockey,EUN,ice hockey,M,Gold
3617,1992,Albertville,Skating,Figure skating,EUN,ice dancing,X,Bronze
3618,1992,Albertville,Skating,Figure skating,EUN,ice dancing,X,Gold
3619,1992,Albertville,Skating,Figure skating,EUN,individual,M,Gold
3620,1992,Albertville,Skating,Figure skating,EUN,pairs,X,Gold
3621,1992,Albertville,Skating,Figure skating,EUN,pairs,X,Silver
3622,1992,Albertville,Skating,Short Track S.,EUN,3000m relay,W,Bronze
3623,1992,Albertville,Skiing,Cross Country S,EUN,15km mass start,W,Bronze
3624,1992,Albertville,Skiing,Cross Country S,EUN,15km mass start,W,Gold
3625,1992,Albertville,Skiing,Cross Country S,EUN,30km,W,Bronze
3626,1992,Albertville,Skiing,Cross Country S,EUN,30km,W,Silver
3627,1992,Albertville,Skiing,Cross Country S,EUN,4x5km relay,W,Gold
3628,1992,Albertville,Skiing,Cross Country S,EUN,5km,W,Bronze
3629,1992,Albertville,Skiing,Cross Country S,EUN,5km,W,Silver
3630,1992,Albertville,Skiing,Cross Country S,EUN,Combined 5km + 10km pursuit,W,Bronze
3631,1992,Albertville,Skiing,Cross Country S,EUN,Combined 5km + 10km pursuit,W,Gold
3632,1992,Albertville,Skiing,Freestyle Ski.,EUN,moguls,W,Silver
3633,1992,Albertville,Biathlon,Biathlon,FIN,10km,M,Bronze
3634,1992,Albertville,Skiing,Cross Country S,FIN,15km mass start,W,Silver
3635,1992,Albertville,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
3636,1992,Albertville,Skiing,Cross Country S,FIN,5km,W,Gold
3637,1992,Albertville,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold
3638,1992,Albertville,Skiing,Ski Jumping,FIN,K120 team (90m),M,Gold
3639,1992,Albertville,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Bronze
3640,1992,Albertville,Biathlon,Biathlon,FRA,3x7.5km relay,W,Gold
3641,1992,Albertville,Skating,Figure skating,FRA,ice dancing,X,Silver
3642,1992,Albertville,Skiing,Alpine Skiing,FRA,alpine combined,W,Bronze
3643,1992,Albertville,Skiing,Alpine Skiing,FRA,downhill,M,Silver
3644,1992,Albertville,Skiing,Alpine Skiing,FRA,super-G,W,Silver
3645,1992,Albertville,Skiing,Freestyle Ski.,FRA,moguls,M,Gold
3646,1992,Albertville,Skiing,Freestyle Ski.,FRA,moguls,M,Silver
3647,1992,Albertville,Skiing,Nordic Combined,FRA,individual,M,Gold
3648,1992,Albertville,Skiing,Nordic Combined,FRA,individual,M,Silver
3649,1992,Albertville,Biathlon,Biathlon,GER,10km,M,Gold
3650,1992,Albertville,Biathlon,Biathlon,GER,10km,M,Silver
3651,1992,Albertville,Biathlon,Biathlon,GER,15km,W,Gold
3652,1992,Albertville,Biathlon,Biathlon,GER,20km,M,Silver
3653,1992,Albertville,Biathlon,Biathlon,GER,3x7.5km relay,W,Silver
3654,1992,Albertville,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold
3655,1992,Albertville,Biathlon,Biathlon,GER,7.5km,W,Silver
3656,1992,Albertville,Bobsleigh,Bobsleigh,GER,four-man,M,Silver
3657,1992,Albertville,Bobsleigh,Bobsleigh,GER,two-man,M,Bronze
3658,1992,Albertville,Bobsleigh,Bobsleigh,GER,two-man,M,Silver
3659,1992,Albertville,Luge,Luge,GER,doubles,X,Gold
3660,1992,Albertville,Luge,Luge,GER,doubles,X,Silver
3661,1992,Albertville,Luge,Luge,GER,singles,M,Gold
3662,1992,Albertville,Luge,Luge,GER,singles,W,Bronze
3663,1992,Albertville,Skating,Speed skating,GER,1000m,M,Gold
3664,1992,Albertville,Skating,Speed skating,GER,1000m,W,Bronze
3665,1992,Albertville,Skating,Speed skating,GER,1500m,W,Gold
3666,1992,Albertville,Skating,Speed skating,GER,1500m,W,Silver
3667,1992,Albertville,Skating,Speed skating,GER,3000m,W,Gold
3668,1992,Albertville,Skating,Speed skating,GER,3000m,W,Silver
3669,1992,Albertville,Skating,Speed skating,GER,5000m,W,Bronze
3670,1992,Albertville,Skating,Speed skating,GER,5000m,W,Gold
3671,1992,Albertville,Skating,Speed skating,GER,5000m,W,Silver
3672,1992,Albertville,Skating,Speed skating,GER,500m,M,Gold
3673,1992,Albertville,Skating,Speed skating,GER,500m,W,Bronze
3674,1992,Albertville,Skiing,Alpine Skiing,GER,super-G,W,Bronze
3675,1992,Albertville,Luge,Luge,ITA,doubles,X,Bronze
3676,1992,Albertville,Skiing,Alpine Skiing,ITA,alpine combined,M,Gold
3677,1992,Albertville,Skiing,Alpine Skiing,ITA,alpine combined,M,Silver
3678,1992,Albertville,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold
3679,1992,Albertville,Skiing,Alpine Skiing,ITA,slalom,M,Silver
3680,1992,Albertville,Skiing,Alpine Skiing,ITA,super-G,W,Gold
3681,1992,Albertville,Skiing,Cross Country S,ITA,10km pursuit,M,Silver
3682,1992,Albertville,Skiing,Cross Country S,ITA,30km,W,Gold
3683,1992,Albertville,Skiing,Cross Country S,ITA,4x10km relay,M,Silver
3684,1992,Albertville,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze
3685,1992,Albertville,Skiing,Cross Country S,ITA,50km,M,Bronze
3686,1992,Albertville,Skiing,Cross Country S,ITA,50km,M,Silver
3687,1992,Albertville,Skiing,Cross Country S,ITA,Combined 10km + 15km pursuit,M,Bronze
3688,1992,Albertville,Skiing,Cross Country S,ITA,Combined 5km + 10km pursuit,W,Silver
3689,1992,Albertville,Skating,Figure skating,JPN,individual,W,Silver
3690,1992,Albertville,Skating,Short Track S.,JPN,5000m relay,M,Bronze
3691,1992,Albertville,Skating,Speed skating,JPN,1000m,M,Bronze
3692,1992,Albertville,Skating,Speed skating,JPN,1500m,W,Bronze
3693,1992,Albertville,Skating,Speed skating,JPN,500m,M,Bronze
3694,1992,Albertville,Skating,Speed skating,JPN,500m,M,Silver
3695,1992,Albertville,Skiing,Nordic Combined,JPN,Team,M,Gold
3696,1992,Albertville,Skating,Short Track S.,KOR,1000m,M,Bronze
3697,1992,Albertville,Skating,Short Track S.,KOR,1000m,M,Gold
3698,1992,Albertville,Skating,Short Track S.,KOR,5000m relay,M,Gold
3699,1992,Albertville,Skating,Speed skating,KOR,1000m,M,Silver
3700,1992,Albertville,Skiing,Alpine Skiing,LUX,giant slalom,M,Silver
3701,1992,Albertville,Skiing,Alpine Skiing,LUX,super-G,M,Silver
3702,1992,Albertville,Skating,Speed skating,NED,10000m,M,Gold
3703,1992,Albertville,Skating,Speed skating,NED,1500m,M,Bronze
3704,1992,Albertville,Skating,Speed skating,NED,5000m,M,Bronze
3705,1992,Albertville,Skating,Speed skating,NED,5000m,M,Silver
3706,1992,Albertville,Skating,Speed skating,NOR,10000m,M,Bronze
3707,1992,Albertville,Skating,Speed skating,NOR,10000m,M,Silver
3708,1992,Albertville,Skating,Speed skating,NOR,1500m,M,Gold
3709,1992,Albertville,Skating,Speed skating,NOR,1500m,M,Silver
3710,1992,Albertville,Skating,Speed skating,NOR,5000m,M,Gold
3711,1992,Albertville,Skiing,Alpine Skiing,NOR,giant slalom,M,Bronze
3712,1992,Albertville,Skiing,Alpine Skiing,NOR,slalom,M,Gold
3713,1992,Albertville,Skiing,Alpine Skiing,NOR,super-G,M,Bronze
3714,1992,Albertville,Skiing,Alpine Skiing,NOR,super-G,M,Gold
3715,1992,Albertville,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
3716,1992,Albertville,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
3717,1992,Albertville,Skiing,Cross Country S,NOR,30km mass start,M,Gold
3718,1992,Albertville,Skiing,Cross Country S,NOR,30km mass start,M,Silver
3719,1992,Albertville,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
3720,1992,Albertville,Skiing,Cross Country S,NOR,4x5km relay,W,Silver
3721,1992,Albertville,Skiing,Cross Country S,NOR,50km,M,Gold
3722,1992,Albertville,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Gold
3723,1992,Albertville,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Silver
3724,1992,Albertville,Skiing,Freestyle Ski.,NOR,moguls,W,Bronze
3725,1992,Albertville,Skiing,Nordic Combined,NOR,Team,M,Silver
3726,1992,Albertville,Skiing,Alpine Skiing,NZL,slalom,W,Silver
3727,1992,Albertville,Skating,Short Track S.,PRK,500m,W,Bronze
3728,1992,Albertville,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
3729,1992,Albertville,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold
3730,1992,Albertville,Skiing,Alpine Skiing,SUI,alpine combined,M,Bronze
3731,1992,Albertville,Biathlon,Biathlon,SWE,20km,M,Bronze
3732,1992,Albertville,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
3733,1992,Albertville,Skiing,Alpine Skiing,SWE,giant slalom,W,Gold
3734,1992,Albertville,Skiing,Cross Country S,SWE,10km pursuit,M,Bronze
3735,1992,Albertville,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
3736,1992,Albertville,Skating,Figure skating,TCH,individual,M,Bronze
3737,1992,Albertville,Skiing,Ski Jumping,TCH,K120 team (90m),M,Bronze
3738,1992,Albertville,Skating,Figure skating,USA,individual,M,Silver
3739,1992,Albertville,Skating,Figure skating,USA,individual,W,Bronze
3740,1992,Albertville,Skating,Figure skating,USA,individual,W,Gold
3741,1992,Albertville,Skating,Short Track S.,USA,3000m relay,W,Silver
3742,1992,Albertville,Skating,Short Track S.,USA,500m,W,Gold
3743,1992,Albertville,Skating,Speed skating,USA,1000m,W,Gold
3744,1992,Albertville,Skating,Speed skating,USA,500m,W,Gold
3745,1992,Albertville,Skiing,Alpine Skiing,USA,downhill,W,Silver
3746,1992,Albertville,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
3747,1992,Albertville,Skiing,Freestyle Ski.,USA,moguls,M,Bronze
3748,1992,Albertville,Skiing,Freestyle Ski.,USA,moguls,W,Gold
3749,1994,Lillehammer,Skating,Short Track S.,AUS,5000m relay,M,Bronze
3750,1994,Lillehammer,Luge,Luge,AUT,singles,M,Silver
3751,1994,Lillehammer,Luge,Luge,AUT,singles,W,Bronze
3752,1994,Lillehammer,Skating,Speed skating,AUT,1500m,W,Gold
3753,1994,Lillehammer,Skating,Speed skating,AUT,3000m,W,Silver
3754,1994,Lillehammer,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
3755,1994,Lillehammer,Skiing,Alpine Skiing,AUT,slalom,M,Gold
3756,1994,Lillehammer,Skiing,Alpine Skiing,AUT,slalom,W,Silver
3757,1994,Lillehammer,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Bronze
3758,1994,Lillehammer,Skiing,Ski Jumping,AUT,K120 team (90m),M,Bronze
3759,1994,Lillehammer,Biathlon,Biathlon,BLR,7.5km,W,Silver
3760,1994,Lillehammer,Skating,Speed skating,BLR,1000m,M,Silver
3761,1994,Lillehammer,Biathlon,Biathlon,CAN,15km,W,Gold
3762,1994,Lillehammer,Biathlon,Biathlon,CAN,7.5km,W,Gold
3763,1994,Lillehammer,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver
3764,1994,Lillehammer,Skating,Figure skating,CAN,individual,M,Silver
3765,1994,Lillehammer,Skating,Figure skating,CAN,pairs,X,Bronze
3766,1994,Lillehammer,Skating,Short Track S.,CAN,1000m,M,Bronze
3767,1994,Lillehammer,Skating,Short Track S.,CAN,1000m,W,Silver
3768,1994,Lillehammer,Skating,Short Track S.,CAN,3000m relay,W,Silver
3769,1994,Lillehammer,Skating,Speed skating,CAN,500m,W,Silver
3770,1994,Lillehammer,Skiing,Alpine Skiing,CAN,downhill,M,Bronze
3771,1994,Lillehammer,Skiing,Freestyle Ski.,CAN,aerials,M,Bronze
3772,1994,Lillehammer,Skiing,Freestyle Ski.,CAN,aerials,M,Silver
3773,1994,Lillehammer,Skiing,Freestyle Ski.,CAN,moguls,M,Gold
3774,1994,Lillehammer,Skating,Figure skating,CHN,individual,W,Bronze
3775,1994,Lillehammer,Skating,Short Track S.,CHN,500m,W,Silver
3776,1994,Lillehammer,Skating,Speed skating,CHN,1000m,W,Bronze
3777,1994,Lillehammer,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Bronze
3778,1994,Lillehammer,Skiing,Cross Country S,FIN,30km,W,Bronze
3779,1994,Lillehammer,Skiing,Cross Country S,FIN,30km mass start,M,Bronze
3780,1994,Lillehammer,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
3781,1994,Lillehammer,Skiing,Cross Country S,FIN,50km,M,Silver
3782,1994,Lillehammer,Skiing,Cross Country S,FIN,5km,W,Bronze
3783,1994,Lillehammer,Biathlon,Biathlon,FRA,15km,W,Silver
3784,1994,Lillehammer,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze
3785,1994,Lillehammer,Biathlon,Biathlon,FRA,4x7.5km relay,W,Bronze
3786,1994,Lillehammer,Skating,Figure skating,FRA,individual,M,Bronze
3787,1994,Lillehammer,Skiing,Freestyle Ski.,FRA,moguls,M,Bronze
3788,1994,Lillehammer,Skating,Figure skating,GBR,ice dancing,X,Bronze
3789,1994,Lillehammer,Skating,Short Track S.,GBR,500m,M,Bronze
3790,1994,Lillehammer,Biathlon,Biathlon,GER,10km,M,Silver
3791,1994,Lillehammer,Biathlon,Biathlon,GER,15km,W,Bronze
3792,1994,Lillehammer,Biathlon,Biathlon,GER,20km,M,Bronze
3793,1994,Lillehammer,Biathlon,Biathlon,GER,20km,M,Silver
3794,1994,Lillehammer,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold
3795,1994,Lillehammer,Biathlon,Biathlon,GER,4x7.5km relay,W,Silver
3796,1994,Lillehammer,Bobsleigh,Bobsleigh,GER,four-man,M,Bronze
3797,1994,Lillehammer,Bobsleigh,Bobsleigh,GER,four-man,M,Gold
3798,1994,Lillehammer,Luge,Luge,GER,doubles,X,Bronze
3799,1994,Lillehammer,Luge,Luge,GER,singles,M,Gold
3800,1994,Lillehammer,Luge,Luge,GER,singles,W,Silver
3801,1994,Lillehammer,Skating,Speed skating,GER,1000m,W,Silver
3802,1994,Lillehammer,Skating,Speed skating,GER,1500m,W,Bronze
3803,1994,Lillehammer,Skating,Speed skating,GER,3000m,W,Bronze
3804,1994,Lillehammer,Skating,Speed skating,GER,5000m,W,Gold
3805,1994,Lillehammer,Skating,Speed skating,GER,5000m,W,Silver
3806,1994,Lillehammer,Skating,Speed skating,GER,500m,W,Bronze
3807,1994,Lillehammer,Skiing,Alpine Skiing,GER,downhill,W,Gold
3808,1994,Lillehammer,Skiing,Alpine Skiing,GER,giant slalom,M,Gold
3809,1994,Lillehammer,Skiing,Alpine Skiing,GER,giant slalom,W,Silver
3810,1994,Lillehammer,Skiing,Alpine Skiing,GER,super-G,M,Gold
3811,1994,Lillehammer,Skiing,Ski Jumping,GER,K120 individual (90m),M,Gold
3812,1994,Lillehammer,Skiing,Ski Jumping,GER,K120 team (90m),M,Gold
3813,1994,Lillehammer,Skiing,Ski Jumping,GER,K90 individual (70m),M,Bronze
3814,1994,Lillehammer,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze
3815,1994,Lillehammer,Luge,Luge,ITA,doubles,X,Gold
3816,1994,Lillehammer,Luge,Luge,ITA,doubles,X,Silver
3817,1994,Lillehammer,Luge,Luge,ITA,singles,M,Bronze
3818,1994,Lillehammer,Luge,Luge,ITA,singles,W,Gold
3819,1994,Lillehammer,Skating,Short Track S.,ITA,5000m relay,M,Gold
3820,1994,Lillehammer,Skating,Short Track S.,ITA,500m,M,Silver
3821,1994,Lillehammer,Skiing,Alpine Skiing,ITA,downhill,W,Bronze
3822,1994,Lillehammer,Skiing,Alpine Skiing,ITA,giant slalom,W,Gold
3823,1994,Lillehammer,Skiing,Alpine Skiing,ITA,slalom,M,Silver
3824,1994,Lillehammer,Skiing,Alpine Skiing,ITA,super-G,W,Bronze
3825,1994,Lillehammer,Skiing,Cross Country S,ITA,10km pursuit,M,Bronze
3826,1994,Lillehammer,Skiing,Cross Country S,ITA,15km mass start,W,Gold
3827,1994,Lillehammer,Skiing,Cross Country S,ITA,30km,W,Gold
3828,1994,Lillehammer,Skiing,Cross Country S,ITA,4x10km relay,M,Gold
3829,1994,Lillehammer,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze
3830,1994,Lillehammer,Skiing,Cross Country S,ITA,5km,W,Silver
3831,1994,Lillehammer,Skiing,Cross Country S,ITA,Combined 10km + 15km pursuit,M,Bronze
3832,1994,Lillehammer,Skiing,Cross Country S,ITA,Combined 5km + 10km pursuit,W,Bronze
3833,1994,Lillehammer,Skiing,Cross Country S,ITA,Combined 5km + 10km pursuit,W,Silver
3834,1994,Lillehammer,Skating,Speed skating,JPN,5000m,W,Bronze
3835,1994,Lillehammer,Skating,Speed skating,JPN,500m,M,Bronze
3836,1994,Lillehammer,Skiing,Nordic Combined,JPN,individual,M,Silver
3837,1994,Lillehammer,Skiing,Nordic Combined,JPN,Team,M,Gold
3838,1994,Lillehammer,Skiing,Ski Jumping,JPN,K120 team (90m),M,Silver
3839,1994,Lillehammer,Skiing,Cross Country S,KAZ,10km pursuit,M,Silver
3840,1994,Lillehammer,Skiing,Cross Country S,KAZ,50km,M,Gold
3841,1994,Lillehammer,Skiing,Cross Country S,KAZ,Combined 10km + 15km pursuit,M,Silver
3842,1994,Lillehammer,Skating,Short Track S.,KOR,1000m,M,Gold
3843,1994,Lillehammer,Skating,Short Track S.,KOR,1000m,M,Silver
3844,1994,Lillehammer,Skating,Short Track S.,KOR,1000m,W,Bronze
3845,1994,Lillehammer,Skating,Short Track S.,KOR,1000m,W,Gold
3846,1994,Lillehammer,Skating,Short Track S.,KOR,3000m relay,W,Gold
3847,1994,Lillehammer,Skating,Short Track S.,KOR,500m,M,Gold
3848,1994,Lillehammer,Skating,Speed skating,NED,10000m,M,Bronze
3849,1994,Lillehammer,Skating,Speed skating,NED,1500m,M,Bronze
3850,1994,Lillehammer,Skating,Speed skating,NED,1500m,M,Silver
3851,1994,Lillehammer,Skating,Speed skating,NED,5000m,M,Bronze
3852,1994,Lillehammer,Skating,Speed skating,NOR,10000m,M,Gold
3853,1994,Lillehammer,Skating,Speed skating,NOR,10000m,M,Silver
3854,1994,Lillehammer,Skating,Speed skating,NOR,1500m,M,Gold
3855,1994,Lillehammer,Skating,Speed skating,NOR,5000m,M,Gold
3856,1994,Lillehammer,Skating,Speed skating,NOR,5000m,M,Silver
3857,1994,Lillehammer,Skiing,Alpine Skiing,NOR,alpine combined,M,Bronze
3858,1994,Lillehammer,Skiing,Alpine Skiing,NOR,alpine combined,M,Gold
3859,1994,Lillehammer,Skiing,Alpine Skiing,NOR,alpine combined,M,Silver
3860,1994,Lillehammer,Skiing,Alpine Skiing,NOR,downhill,M,Silver
3861,1994,Lillehammer,Skiing,Alpine Skiing,NOR,super-G,M,Bronze
3862,1994,Lillehammer,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
3863,1994,Lillehammer,Skiing,Cross Country S,NOR,30km,W,Silver
3864,1994,Lillehammer,Skiing,Cross Country S,NOR,30km mass start,M,Gold
3865,1994,Lillehammer,Skiing,Cross Country S,NOR,30km mass start,M,Silver
3866,1994,Lillehammer,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
3867,1994,Lillehammer,Skiing,Cross Country S,NOR,4x5km relay,W,Silver
3868,1994,Lillehammer,Skiing,Cross Country S,NOR,50km,M,Bronze
3869,1994,Lillehammer,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Gold
3870,1994,Lillehammer,Skiing,Freestyle Ski.,NOR,aerials,W,Bronze
3871,1994,Lillehammer,Skiing,Freestyle Ski.,NOR,moguls,W,Gold
3872,1994,Lillehammer,Skiing,Nordic Combined,NOR,individual,M,Bronze
3873,1994,Lillehammer,Skiing,Nordic Combined,NOR,individual,M,Gold
3874,1994,Lillehammer,Skiing,Nordic Combined,NOR,Team,M,Silver
3875,1994,Lillehammer,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Silver
3876,1994,Lillehammer,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold
3877,1994,Lillehammer,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver
3878,1994,Lillehammer,Biathlon,Biathlon,RUS,10km,M,Bronze
3879,1994,Lillehammer,Biathlon,Biathlon,RUS,10km,M,Gold
3880,1994,Lillehammer,Biathlon,Biathlon,RUS,20km,M,Gold
3881,1994,Lillehammer,Biathlon,Biathlon,RUS,4x7.5km relay,M,Silver
3882,1994,Lillehammer,Biathlon,Biathlon,RUS,4x7.5km relay,W,Gold
3883,1994,Lillehammer,Skating,Figure skating,RUS,ice dancing,X,Gold
3884,1994,Lillehammer,Skating,Figure skating,RUS,ice dancing,X,Silver
3885,1994,Lillehammer,Skating,Figure skating,RUS,individual,M,Gold
3886,1994,Lillehammer,Skating,Figure skating,RUS,pairs,X,Gold
3887,1994,Lillehammer,Skating,Figure skating,RUS,pairs,X,Silver
3888,1994,Lillehammer,Skating,Speed skating,RUS,1000m,M,Bronze
3889,1994,Lillehammer,Skating,Speed skating,RUS,1500m,W,Silver
3890,1994,Lillehammer,Skating,Speed skating,RUS,3000m,W,Gold
3891,1994,Lillehammer,Skating,Speed skating,RUS,500m,M,Gold
3892,1994,Lillehammer,Skating,Speed skating,RUS,500m,M,Silver
3893,1994,Lillehammer,Skiing,Alpine Skiing,RUS,super-G,W,Silver
3894,1994,Lillehammer,Skiing,Cross Country S,RUS,15km mass start,W,Bronze
3895,1994,Lillehammer,Skiing,Cross Country S,RUS,15km mass start,W,Silver
3896,1994,Lillehammer,Skiing,Cross Country S,RUS,4x5km relay,W,Gold
3897,1994,Lillehammer,Skiing,Cross Country S,RUS,5km,W,Gold
3898,1994,Lillehammer,Skiing,Cross Country S,RUS,Combined 5km + 10km pursuit,W,Gold
3899,1994,Lillehammer,Skiing,Freestyle Ski.,RUS,moguls,M,Silver
3900,1994,Lillehammer,Skiing,Freestyle Ski.,RUS,moguls,W,Bronze
3901,1994,Lillehammer,Skiing,Alpine Skiing,SLO,alpine combined,W,Bronze
3902,1994,Lillehammer,Skiing,Alpine Skiing,SLO,slalom,M,Bronze
3903,1994,Lillehammer,Skiing,Alpine Skiing,SLO,slalom,W,Bronze
3904,1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver
3905,1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold
3906,1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver
3907,1994,Lillehammer,Skiing,Alpine Skiing,SUI,alpine combined,W,Silver
3908,1994,Lillehammer,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
3909,1994,Lillehammer,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
3910,1994,Lillehammer,Skiing,Alpine Skiing,SUI,slalom,W,Gold
3911,1994,Lillehammer,Skiing,Freestyle Ski.,SUI,aerials,M,Gold
3912,1994,Lillehammer,Skiing,Nordic Combined,SUI,Team,M,Bronze
3913,1994,Lillehammer,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Gold
3914,1994,Lillehammer,Skiing,Alpine Skiing,SWE,alpine combined,W,Gold
3915,1994,Lillehammer,Skiing,Freestyle Ski.,SWE,aerials,W,Silver
3916,1994,Lillehammer,Biathlon,Biathlon,UKR,7.5km,W,Bronze
3917,1994,Lillehammer,Skating,Figure skating,UKR,individual,W,Gold
3918,1994,Lillehammer,Skating,Figure skating,USA,individual,W,Silver
3919,1994,Lillehammer,Skating,Short Track S.,USA,3000m relay,W,Bronze
3920,1994,Lillehammer,Skating,Short Track S.,USA,5000m relay,M,Silver
3921,1994,Lillehammer,Skating,Short Track S.,USA,500m,W,Bronze
3922,1994,Lillehammer,Skating,Short Track S.,USA,500m,W,Gold
3923,1994,Lillehammer,Skating,Speed skating,USA,1000m,M,Gold
3924,1994,Lillehammer,Skating,Speed skating,USA,1000m,W,Gold
3925,1994,Lillehammer,Skating,Speed skating,USA,500m,W,Gold
3926,1994,Lillehammer,Skiing,Alpine Skiing,USA,downhill,M,Gold
3927,1994,Lillehammer,Skiing,Alpine Skiing,USA,downhill,W,Silver
3928,1994,Lillehammer,Skiing,Alpine Skiing,USA,super-G,M,Silver
3929,1994,Lillehammer,Skiing,Alpine Skiing,USA,super-G,W,Gold
3930,1994,Lillehammer,Skiing,Freestyle Ski.,USA,moguls,W,Silver
