,Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
347,1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,500m,M,Bronze
348,1956,Cortina d'Ampezzo,Skiing,Cross Country S,NOR,15km,M,Gold
349,1956,Cortina d'Ampezzo,Skiing,Nordic Combined,NOR,individual,M,Gold
350,1956,Cortina d'Ampezzo,Skiing,Nordic Combined,POL,individual,M,Bronze
351,1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
352,1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
353,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,M,Silver
354,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Gold
355,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Silver
356,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,slalom,W,Gold
357,1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,10000m,M,Gold
358,1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,5000m,M,Silver
359,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SWE,slalom,M,Bronze
360,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,10km,W,Bronze
361,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,15km,M,Silver
362,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,30km mass start,M,Silver
363,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,3x5km relay,W,Bronze
364,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze
365,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,50km,M,Gold
366,1956,Cortina d'Ampezzo,Skiing,Nordic Combined,SWE,individual,M,Silver
367,1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
368,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,10000m,M,Bronze
369,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold
370,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold
371,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Bronze
372,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Gold
373,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Gold
374,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Silver
375,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,URS,slalom,W,Bronze
376,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Gold
377,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Silver
378,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,15km,M,Bronze
379,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,30km mass start,M,Bronze
380,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,3x5km relay,W,Silver
381,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,4x10km relay,M,Gold
382,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,50km,M,Bronze
383,1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze
384,1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
385,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Bronze
386,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Gold
387,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Silver
388,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Gold
389,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Silver
390,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
391,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
392,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
393,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Gold
394,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Silver
395,1960,Squaw Valley,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
396,1960,Squaw Valley,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver
397,1960,Squaw Valley,Skating,Figure skating,CAN,individual,M,Bronze
398,1960,Squaw Valley,Skating,Figure skating,CAN,pairs,X,Gold
399,1960,Squaw Valley,Skiing,Alpine Skiing,CAN,slalom,W,Gold
400,1960,Squaw Valley,Skating,Figure skating,EUA,pairs,X,Silver
401,1960,Squaw Valley,Skating,Speed skating,EUA,1000m,W,Silver
402,1960,Squaw Valley,Skating,Speed skating,EUA,500m,W,Gold
403,1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,M,Silver
404,1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,W,Gold
405,1960,Squaw Valley,Skiing,Alpine Skiing,EUA,slalom,W,Bronze
406,1960,Squaw Valley,Skiing,Nordic Combined,EUA,individual,M,Gold
407,1960,Squaw Valley,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Gold
408,1960,Squaw Valley,Biathlon,Biathlon,FIN,20km,M,Silver
409,1960,Squaw Valley,Skating,Speed skating,FIN,3000m,W,Bronze
410,1960,Squaw Valley,Skiing,Cross Country S,FIN,15km,M,Bronze
411,1960,Squaw Valley,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
412,1960,Squaw Valley,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
413,1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Gold
414,1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Silver
415,1960,Squaw Valley,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver
416,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Bronze
417,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Gold
418,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,slalom,M,Bronze
419,1960,Squaw Valley,Skiing,Alpine Skiing,ITA,giant slalom,W,Bronze
420,1960,Squaw Valley,Skating,Figure skating,NED,individual,W,Silver
421,1960,Squaw Valley,Skating,Speed skating,NED,5000m,M,Bronze
422,1960,Squaw Valley,Skating,Speed skating,NOR,10000m,M,Gold
423,1960,Squaw Valley,Skating,Speed skating,NOR,1500m,M,Gold
424,1960,Squaw Valley,Skating,Speed skating,NOR,5000m,M,Silver
425,1960,Squaw Valley,Skiing,Cross Country S,NOR,15km,M,Gold
426,1960,Squaw Valley,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
427,1960,Squaw Valley,Skiing,Nordic Combined,NOR,individual,M,Silver
428,1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Bronze
429,1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Silver
430,1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
431,1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
432,1960,Squaw Valley,Biathlon,Biathlon,SWE,20km,M,Gold
433,1960,Squaw Valley,Skating,Speed skating,SWE,10000m,M,Bronze
434,1960,Squaw Valley,Skiing,Cross Country S,SWE,15km,M,Silver
435,1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Gold
436,1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Silver
437,1960,Squaw Valley,Skiing,Cross Country S,SWE,3x5km relay,W,Gold
438,1960,Squaw Valley,Skiing,Cross Country S,SWE,50km,M,Bronze
439,1960,Squaw Valley,Skating,Figure skating,TCH,individual,M,Silver
440,1960,Squaw Valley,Biathlon,Biathlon,URS,20km,M,Bronze
441,1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,ice hockey,M,Bronze
442,1960,Squaw Valley,Skating,Speed skating,URS,10000m,M,Silver
443,1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Bronze
444,1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Gold
445,1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Bronze
446,1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Gold
447,1960,Squaw Valley,Skating,Speed skating,URS,1500m,W,Gold
448,1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Gold
449,1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Silver
450,1960,Squaw Valley,Skating,Speed skating,URS,5000m,M,Gold
451,1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Bronze
452,1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Gold
453,1960,Squaw Valley,Skating,Speed skating,URS,500m,W,Silver
454,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Bronze
455,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Gold
456,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Silver
457,1960,Squaw Valley,Skiing,Cross Country S,URS,30km mass start,M,Bronze
458,1960,Squaw Valley,Skiing,Cross Country S,URS,3x5km relay,W,Silver
459,1960,Squaw Valley,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
460,1960,Squaw Valley,Skiing,Nordic Combined,URS,individual,M,Bronze
461,1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold
462,1960,Squaw Valley,Skating,Figure skating,USA,individual,M,Gold
463,1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Bronze
464,1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Gold
465,1960,Squaw Valley,Skating,Figure skating,USA,pairs,X,Bronze
466,1960,Squaw Valley,Skating,Speed skating,USA,500m,M,Silver
467,1960,Squaw Valley,Skating,Speed skating,USA,500m,W,Bronze
468,1960,Squaw Valley,Skiing,Alpine Skiing,USA,downhill,W,Silver
469,1960,Squaw Valley,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
470,1960,Squaw Valley,Skiing,Alpine Skiing,USA,slalom,W,Silver
471,1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
472,1964,Innsbruck,Luge,Luge,AUT,doubles,X,Gold
473,1964,Innsbruck,Luge,Luge,AUT,doubles,X,Silver
474,1964,Innsbruck,Luge,Luge,AUT,singles,W,Bronze
475,1964,Innsbruck,Skating,Figure skating,AUT,individual,W,Silver
476,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold
477,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
478,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Gold
479,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver
480,1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
481,1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
482,1964,Innsbruck,Skiing,Alpine Skiing,AUT,slalom,M,Gold
483,1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold
484,1964,Innsbruck,Skating,Figure skating,CAN,individual,W,Bronze
485,1964,Innsbruck,Skating,Figure skating,CAN,pairs,X,Bronze
486,1964,Innsbruck,Luge,Luge,EUA,singles,M,Bronze
487,1964,Innsbruck,Luge,Luge,EUA,singles,M,Gold
488,1964,Innsbruck,Luge,Luge,EUA,singles,M,Silver
489,1964,Innsbruck,Luge,Luge,EUA,singles,W,Gold
490,1964,Innsbruck,Luge,Luge,EUA,singles,W,Silver
491,1964,Innsbruck,Skating,Figure skating,EUA,individual,M,Gold
492,1964,Innsbruck,Skating,Figure skating,EUA,pairs,X,Silver
493,1964,Innsbruck,Skiing,Alpine Skiing,EUA,downhill,M,Bronze
494,1964,Innsbruck,Skiing,Nordic Combined,EUA,individual,M,Bronze
495,1964,Innsbruck,Skating,Speed skating,FIN,1000m,W,Bronze
496,1964,Innsbruck,Skating,Speed skating,FIN,1500m,W,Silver
497,1964,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Gold
498,1964,Innsbruck,Skiing,Cross Country S,FIN,30km mass start,M,Gold
499,1964,Innsbruck,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
500,1964,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Silver
501,1964,Innsbruck,Skiing,Cross Country S,FIN,50km,M,Bronze
502,1964,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Silver
503,1964,Innsbruck,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver
504,1964,Innsbruck,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold
505,1964,Innsbruck,Skating,Figure skating,FRA,individual,M,Silver
506,1964,Innsbruck,Skiing,Alpine Skiing,FRA,downhill,M,Silver
507,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
508,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold
509,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
510,1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Gold
511,1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Silver
512,1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold
513,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze
514,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze
515,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver
516,1964,Innsbruck,Luge,Luge,ITA,doubles,X,Bronze
517,1964,Innsbruck,Skating,Figure skating,NED,individual,W,Gold
518,1964,Innsbruck,Skating,Speed skating,NED,1500m,M,Silver
519,1964,Innsbruck,Biathlon,Biathlon,NOR,20km,M,Bronze
520,1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Bronze
521,1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver
522,1964,Innsbruck,Skating,Speed skating,NOR,1500m,M,Bronze
523,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Bronze
524,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold
525,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Silver
526,1964,Innsbruck,Skating,Speed skating,NOR,500m,M,Silver
527,1964,Innsbruck,Skiing,Cross Country S,NOR,15km,M,Silver
528,1964,Innsbruck,Skiing,Cross Country S,NOR,30km mass start,M,Silver
529,1964,Innsbruck,Skiing,Nordic Combined,NOR,individual,M,Gold
530,1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
531,1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Gold
532,1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze
533,1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver
534,1964,Innsbruck,Skating,Speed skating,PRK,3000m,W,Silver
535,1964,Innsbruck,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver
536,1964,Innsbruck,Skating,Speed skating,SWE,10000m,M,Gold
537,1964,Innsbruck,Skiing,Cross Country S,SWE,15km,M,Bronze
538,1964,Innsbruck,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
539,1964,Innsbruck,Skiing,Cross Country S,SWE,4x10km relay,M,Gold
540,1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Gold
541,1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Silver
542,1964,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
543,1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold
544,1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Silver
545,1964,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
546,1964,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold
547,1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold
548,1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Silver
549,1964,Innsbruck,Skating,Speed skating,URS,1500m,M,Gold
550,1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze
551,1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold
552,1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold
553,1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Silver
554,1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
555,1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
556,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze
557,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Gold
558,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Silver
559,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze
560,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold
561,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Silver
562,1964,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze
563,1964,Innsbruck,Skiing,Cross Country S,URS,3x5km relay,W,Gold
564,1964,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
565,1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze
566,1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Gold
567,1964,Innsbruck,Skiing,Nordic Combined,URS,individual,M,Silver
568,1964,Innsbruck,Skating,Figure skating,USA,individual,M,Bronze
569,1964,Innsbruck,Skating,Speed skating,USA,500m,M,Gold
570,1964,Innsbruck,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
571,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Bronze
572,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Silver
573,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,W,Bronze
574,1968,Grenoble,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
575,1968,Grenoble,Luge,Luge,AUT,doubles,X,Silver
576,1968,Grenoble,Luge,Luge,AUT,singles,M,Gold
577,1968,Grenoble,Skating,Figure skating,AUT,individual,M,Gold
578,1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
579,1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Gold
580,1968,Grenoble,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
581,1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
582,1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Silver
583,1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
584,1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver
585,1968,Grenoble,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze
586,1968,Grenoble,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
587,1968,Grenoble,Skiing,Alpine Skiing,CAN,slalom,W,Silver
588,1968,Grenoble,Skating,Speed skating,FIN,1500m,W,Gold
589,1968,Grenoble,Skating,Speed skating,FIN,3000m,W,Silver
590,1968,Grenoble,Skiing,Cross Country S,FIN,15km,M,Silver
591,1968,Grenoble,Skiing,Cross Country S,FIN,30km mass start,M,Bronze
592,1968,Grenoble,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
593,1968,Grenoble,Skating,Figure skating,FRA,individual,M,Bronze
594,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Gold
595,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Silver
596,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,W,Silver
597,1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
598,1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
599,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,M,Gold
600,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
601,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Gold
602,1968,Grenoble,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
603,1968,Grenoble,Luge,Luge,FRG,doubles,X,Bronze
604,1968,Grenoble,Luge,Luge,FRG,singles,W,Bronze
605,1968,Grenoble,Luge,Luge,FRG,singles,W,Silver
606,1968,Grenoble,Skating,Figure skating,FRG,pairs,X,Bronze
607,1968,Grenoble,Skating,Speed skating,FRG,500m,M,Gold
608,1968,Grenoble,Skiing,Nordic Combined,FRG,individual,M,Gold
609,1968,Grenoble,Luge,Luge,GDR,doubles,X,Gold
610,1968,Grenoble,Luge,Luge,GDR,singles,M,Bronze
611,1968,Grenoble,Luge,Luge,GDR,singles,M,Silver
612,1968,Grenoble,Skating,Figure skating,GDR,individual,W,Silver
613,1968,Grenoble,Skiing,Nordic Combined,GDR,individual,M,Bronze
614,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold
615,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold
616,1968,Grenoble,Luge,Luge,ITA,singles,W,Gold
617,1968,Grenoble,Skiing,Cross Country S,ITA,30km mass start,M,Gold
618,1968,Grenoble,Skating,Speed skating,NED,1000m,W,Gold
619,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Gold
620,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Silver
621,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Bronze
622,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Silver
623,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Bronze
624,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Gold
625,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Bronze
626,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Silver
627,1968,Grenoble,Biathlon,Biathlon,NOR,20km,M,Gold
628,1968,Grenoble,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver
629,1968,Grenoble,Skating,Speed skating,NOR,10000m,M,Silver
630,1968,Grenoble,Skating,Speed skating,NOR,1500m,M,Silver
631,1968,Grenoble,Skating,Speed skating,NOR,5000m,M,Gold
632,1968,Grenoble,Skating,Speed skating,NOR,500m,M,Silver
633,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Bronze
634,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Silver
635,1968,Grenoble,Skiing,Cross Country S,NOR,15km,M,Gold
636,1968,Grenoble,Skiing,Cross Country S,NOR,30km mass start,M,Silver
637,1968,Grenoble,Skiing,Cross Country S,NOR,3x5km relay,W,Gold
638,1968,Grenoble,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
639,1968,Grenoble,Skiing,Cross Country S,NOR,50km,M,Gold
640,1968,Grenoble,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
641,1968,Grenoble,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze
642,1968,Grenoble,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
643,1968,Grenoble,Skiing,Alpine Skiing,SUI,downhill,M,Bronze
644,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
645,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
646,1968,Grenoble,Skiing,Cross Country S,SUI,50km,M,Bronze
647,1968,Grenoble,Skiing,Nordic Combined,SUI,individual,M,Silver
648,1968,Grenoble,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
649,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Bronze
650,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Gold
651,1968,Grenoble,Skiing,Cross Country S,SWE,10km,W,Gold
652,1968,Grenoble,Skiing,Cross Country S,SWE,15km,M,Bronze
653,1968,Grenoble,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
654,1968,Grenoble,Skiing,Cross Country S,SWE,4x10km relay,M,Silver
655,1968,Grenoble,Skiing,Cross Country S,SWE,5km,W,Gold
656,1968,Grenoble,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
657,1968,Grenoble,Skating,Figure skating,TCH,individual,W,Bronze
658,1968,Grenoble,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Silver
659,1968,Grenoble,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Gold
660,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Bronze
661,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Silver
662,1968,Grenoble,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
663,1968,Grenoble,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
664,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Gold
665,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Silver
666,1968,Grenoble,Skating,Speed skating,URS,1000m,W,Silver
667,1968,Grenoble,Skating,Speed skating,URS,500m,W,Gold
668,1968,Grenoble,Skiing,Cross Country S,URS,3x5km relay,W,Bronze
669,1968,Grenoble,Skiing,Cross Country S,URS,50km,M,Silver
670,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Bronze
671,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Silver
672,1968,Grenoble,Skiing,Ski Jumping,URS,K120 individual (90m),M,Gold
673,1968,Grenoble,Skating,Figure skating,USA,individual,M,Silver
674,1968,Grenoble,Skating,Figure skating,USA,individual,W,Gold
675,1968,Grenoble,Skating,Speed skating,USA,1000m,W,Bronze
676,1968,Grenoble,Skating,Speed skating,USA,500m,M,Silver
677,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
678,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
679,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
680,1972,Sapporo,Skating,Figure skating,AUT,individual,W,Gold
681,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
682,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,W,Silver
683,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze
684,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
685,1972,Sapporo,Skating,Figure skating,CAN,individual,W,Silver
686,1972,Sapporo,Skiing,Alpine Skiing,ESP,slalom,M,Gold
687,1972,Sapporo,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
688,1972,Sapporo,Skiing,Cross Country S,FIN,10km,W,Bronze
689,1972,Sapporo,Skiing,Cross Country S,FIN,3x5km relay,W,Silver
690,1972,Sapporo,Skiing,Cross Country S,FIN,5km,W,Silver
691,1972,Sapporo,Skiing,Nordic Combined,FIN,individual,M,Silver
692,1972,Sapporo,Skating,Figure skating,FRA,individual,M,Bronze
693,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
694,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Silver
695,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
696,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold
697,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
698,1972,Sapporo,Skating,Speed skating,FRG,1000m,W,Gold
699,1972,Sapporo,Skating,Speed skating,FRG,500m,M,Gold
700,1972,Sapporo,Biathlon,Biathlon,GDR,20km,M,Silver
701,1972,Sapporo,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
702,1972,Sapporo,Luge,Luge,GDR,doubles,X,Bronze
703,1972,Sapporo,Luge,Luge,GDR,doubles,X,Gold
704,1972,Sapporo,Luge,Luge,GDR,singles,M,Bronze
705,1972,Sapporo,Luge,Luge,GDR,singles,M,Gold
706,1972,Sapporo,Luge,Luge,GDR,singles,M,Silver
